Time,Channel A,Channel B
(us),(V),(V)

-0.51612903,0.74803150,-2.51968503
0.48387097,-0.43307087,2.36220479
1.48387096,-0.59055120,2.36220479
2.48387096,-0.59055120,2.36220479
3.48387096,-0.59055120,2.40157485
4.48387096,-0.59055120,2.40157485
5.48387095,-0.59055120,2.40157485
6.48387095,-0.59055120,2.40157485
7.48387095,-0.55118108,2.44094491
8.48387095,-0.55118108,2.44094491
9.48387094,-0.55118108,2.44094491
10.48387094,-0.51181102,2.44094491
11.48387094,-0.47244096,2.44094491
12.48387094,-0.43307087,2.44094491
13.48387093,-0.39370078,2.48031497
14.48387093,-0.31496063,2.48031497
15.48387093,-0.31496063,2.48031497
16.48387093,-0.27559054,2.48031497
17.48387092,-0.23622048,2.44094491
18.48387092,-0.15748031,2.44094491
19.48387092,-0.11811024,2.48031497
20.48387092,-0.07874016,2.44094491
21.48387091,-0.03937008,2.48031497
22.48387091,0.00000000,2.48031497
23.48387091,0.03937008,2.48031497
24.48387091,0.11811024,2.44094491
25.48387090,0.15748031,2.48031497
26.48387090,0.19685039,2.48031497
27.48387090,0.23622048,2.48031497
28.48387090,0.27559054,2.48031497
29.48387089,0.31496063,2.48031497
30.48387089,0.35433072,2.48031497
31.48387089,0.39370078,2.48031497
32.48387089,0.43307087,2.51968503
33.48387088,0.47244096,2.48031497
34.48387088,0.51181102,2.48031497
35.48387088,0.55118108,2.48031497
36.48387088,0.55118108,2.48031497
37.48387087,0.59055120,2.48031497
38.48387087,0.62992126,2.48031497
39.48387087,0.62992126,2.48031497
40.48387087,0.70866144,2.48031497
41.48387086,0.70866144,2.48031497
42.48387086,0.74803150,2.48031497
43.48387086,0.70866144,2.48031497
44.48387086,0.78740156,2.48031497
45.48387085,0.78740156,2.48031497
46.48387085,0.82677168,2.48031497
47.48387085,0.86614174,2.48031497
48.48387085,0.86614174,2.48031497
49.48387084,0.86614174,2.48031497
50.48387084,0.90551180,2.51968503
51.48387084,0.90551180,2.48031497
52.48387084,0.94488192,2.48031497
53.48387083,0.94488192,2.48031497
54.48387083,0.94488192,2.48031497
55.48387083,0.98425198,2.48031497
56.48387083,0.98425198,2.48031497
57.48387082,0.98425198,2.48031497
58.48387082,1.02362204,2.48031497
59.48387082,0.98425198,2.48031497
60.48387082,1.02362204,2.48031497
61.48387081,1.06299210,2.51968503
62.48387081,-1.25984251,-2.36220479
63.48387081,-0.94488192,-2.36220479
64.48387081,-0.98425198,-2.40157485
65.48387080,-1.06299210,-2.40157485
66.48387080,-1.10236216,-2.40157485
67.48387080,-1.18110240,-2.40157485
68.48387080,-1.22047246,-2.44094491
69.48387079,-1.25984251,-2.44094491
70.48387079,-1.29921257,-2.44094491
71.48387079,-1.25984251,-2.44094491
72.48387079,-1.25984251,-2.44094491
73.48387078,-1.18110240,-2.44094491
74.48387078,-1.10236216,-2.48031497
75.48387078,-0.98425198,-2.44094491
76.48387078,-0.90551180,-2.48031497
77.48387077,-0.74803150,-2.48031497
78.48387077,-0.59055120,-2.48031497
79.48387077,-0.47244096,-2.48031497
80.48387077,-0.31496063,-2.48031497
81.48387076,-0.15748031,-2.48031497
82.48387076,-0.03937008,-2.48031497
83.48387076,0.07874016,-2.48031497
84.48387075,0.19685039,-2.48031497
85.48387075,0.31496063,-2.48031497
86.48387075,0.43307087,-2.48031497
87.48387075,0.51181102,-2.48031497
88.48387074,0.62992126,-2.48031497
89.48387074,0.70866144,-2.48031497
90.48387074,0.74803150,-2.48031497
91.48387074,0.82677168,-2.48031497
92.48387073,0.90551180,-2.48031497
93.48387073,0.94488192,-2.48031497
94.48387073,0.98425198,-2.48031497
95.48387073,1.02362204,-2.48031497
96.48387072,1.06299210,-2.48031497
97.48387072,1.06299210,-2.48031497
98.48387072,1.06299210,-2.48031497
99.48387072,1.06299210,-2.48031497
100.48387071,1.10236216,-2.48031497
101.48387071,1.10236216,-2.48031497
102.48387071,1.10236216,-2.48031497
103.48387071,1.14173234,-2.48031497
104.48387070,1.10236216,-2.48031497
105.48387070,1.10236216,-2.48031497
106.48387070,1.10236216,-2.48031497
107.48387070,1.06299210,-2.48031497
108.48387069,1.06299210,-2.48031497
109.48387069,1.06299210,-2.51968503
110.48387069,1.06299210,-2.48031497
111.48387069,1.02362204,-2.51968503
112.48387068,1.02362204,-2.48031497
113.48387068,0.98425198,-2.51968503
114.48387068,0.98425198,-2.48031497
115.48387068,0.94488192,-2.48031497
116.48387067,0.94488192,-2.48031497
117.48387067,0.90551180,-2.48031497
118.48387067,0.86614174,-2.48031497
119.48387067,0.86614174,-2.51968503
120.48387066,0.86614174,-2.51968503
121.48387066,0.82677168,-2.48031497
122.48387066,0.82677168,-2.51968503
123.48387066,0.78740156,-2.48031497
124.48387065,0.74803150,-2.51968503
125.48387065,-0.51181102,2.36220479
126.48387065,-0.59055120,2.36220479
127.48387065,-0.59055120,2.36220479
128.48387064,-0.59055120,2.40157485
129.48387064,-0.59055120,2.40157485
130.48387064,-0.55118108,2.44094491
131.48387064,-0.55118108,2.44094491
132.48387063,-0.55118108,2.44094491
133.48387063,-0.55118108,2.44094491
134.48387063,-0.51181102,2.44094491
135.48387063,-0.47244096,2.44094491
136.48387062,-0.47244096,2.44094491
137.48387062,-0.43307087,2.44094491
138.48387062,-0.35433072,2.44094491
139.48387062,-0.35433072,2.44094491
140.48387061,-0.27559054,2.48031497
141.48387061,-0.27559054,2.44094491
142.48387061,-0.19685039,2.48031497
143.48387061,-0.15748031,2.44094491
144.48387060,-0.11811024,2.44094491
145.48387060,-0.07874016,2.44094491
146.48387060,-0.03937008,2.48031497
147.48387060,0.00000000,2.48031497
148.48387059,0.07874016,2.44094491
149.48387059,0.11811024,2.48031497
150.48387059,0.15748031,2.44094491
151.48387059,0.19685039,2.48031497
152.48387058,0.23622048,2.48031497
153.48387058,0.27559054,2.48031497
154.48387058,0.35433072,2.48031497
155.48387058,0.35433072,2.44094491
156.48387057,0.43307087,2.48031497
157.48387057,0.43307087,2.48031497
158.48387057,0.47244096,2.48031497
159.48387057,0.51181102,2.48031497
160.48387056,0.55118108,2.48031497
161.48387056,0.55118108,2.48031497
162.48387056,0.59055120,2.44094491
163.48387056,0.62992126,2.48031497
164.48387055,0.66929132,2.48031497
165.48387055,0.66929132,2.48031497
166.48387055,0.74803150,2.48031497
167.48387055,0.74803150,2.48031497
168.48387054,0.78740156,2.48031497
169.48387054,0.78740156,2.44094491
170.48387054,0.78740156,2.48031497
171.48387054,0.82677168,2.48031497
172.48387053,0.86614174,2.48031497
173.48387053,0.82677168,2.48031497
174.48387053,0.90551180,2.51968503
175.48387053,0.90551180,2.48031497
176.48387052,0.90551180,2.48031497
177.48387052,0.90551180,2.48031497
178.48387052,0.94488192,2.48031497
179.48387052,0.94488192,2.48031497
180.48387051,0.98425198,2.48031497
181.48387051,0.98425198,2.48031497
182.48387051,0.98425198,2.48031497
183.48387050,1.02362204,2.48031497
184.48387050,1.02362204,2.48031497
185.48387050,1.06299210,2.51968503
186.48387050,1.06299210,2.48031497
187.48387049,-1.29921257,-2.36220479
188.48387049,-0.98425198,-2.36220479
189.48387049,-1.02362204,-2.36220479
190.48387049,-1.10236216,-2.44094491
191.48387048,-1.14173234,-2.40157485
192.48387048,-1.18110240,-2.44094491
193.48387048,-1.22047246,-2.44094491
194.48387048,-1.29921257,-2.44094491
195.48387047,-1.29921257,-2.44094491
196.48387047,-1.29921257,-2.44094491
197.48387047,-1.29921257,-2.48031497
198.48387047,-1.25984251,-2.44094491
199.48387046,-1.14173234,-2.48031497
200.48387046,-1.06299210,-2.48031497
201.48387046,-0.94488192,-2.44094491
202.48387046,-0.82677168,-2.48031497
203.48387045,-0.70866144,-2.48031497
204.48387045,-0.59055120,-2.48031497
205.48387045,-0.43307087,-2.44094491
206.48387045,-0.27559054,-2.44094491
207.48387044,-0.15748031,-2.48031497
208.48387044,-0.03937008,-2.48031497
209.48387044,0.07874016,-2.48031497
210.48387044,0.23622048,-2.48031497
211.48387043,0.31496063,-2.48031497
212.48387043,0.43307087,-2.44094491
213.48387043,0.55118108,-2.48031497
214.48387043,0.59055120,-2.48031497
215.48387042,0.66929132,-2.48031497
216.48387042,0.74803150,-2.48031497
217.48387042,0.82677168,-2.48031497
218.48387042,0.86614174,-2.48031497
219.48387041,0.90551180,-2.48031497
220.48387041,0.94488192,-2.48031497
221.48387041,0.98425198,-2.51968503
222.48387041,1.02362204,-2.48031497
223.48387040,1.02362204,-2.48031497
224.48387040,1.02362204,-2.51968503
225.48387040,1.10236216,-2.48031497
226.48387040,1.10236216,-2.51968503
227.48387039,1.10236216,-2.48031497
228.48387039,1.10236216,-2.48031497
229.48387039,1.10236216,-2.48031497
230.48387039,1.10236216,-2.51968503
231.48387038,1.10236216,-2.51968503
232.48387038,1.10236216,-2.48031497
233.48387038,1.06299210,-2.51968503
234.48387038,1.06299210,-2.48031497
235.48387037,1.06299210,-2.48031497
236.48387037,1.06299210,-2.48031497
237.48387037,1.02362204,-2.51968503
238.48387037,1.06299210,-2.51968503
239.48387036,1.02362204,-2.48031497
240.48387036,1.02362204,-2.51968503
241.48387036,0.98425198,-2.48031497
242.48387036,0.94488192,-2.48031497
243.48387035,0.94488192,-2.51968503
244.48387035,0.90551180,-2.51968503
245.48387035,0.90551180,-2.51968503
246.48387035,0.86614174,-2.48031497
247.48387034,0.86614174,-2.51968503
248.48387034,0.82677168,-2.48031497
249.48387034,0.82677168,-2.48031497
250.48387034,-0.55118108,2.32283473
251.48387033,-0.62992126,2.36220479
252.48387033,-0.62992126,2.36220479
253.48387033,-0.62992126,2.40157485
254.48387033,-0.62992126,2.40157485
255.48387032,-0.62992126,2.44094491
256.48387032,-0.59055120,2.44094491
257.48387032,-0.59055120,2.40157485
258.48387032,-0.59055120,2.44094491
259.48387031,-0.55118108,2.44094491
260.48387031,-0.51181102,2.44094491
261.48387031,-0.51181102,2.48031497
262.48387031,-0.47244096,2.48031497
263.48387030,-0.43307087,2.44094491
264.48387030,-0.39370078,2.44094491
265.48387030,-0.31496063,2.44094491
266.48387030,-0.31496063,2.44094491
267.48387029,-0.19685039,2.48031497
268.48387029,-0.15748031,2.48031497
269.48387029,-0.11811024,2.48031497
270.48387029,-0.11811024,2.48031497
271.48387028,0.00000000,2.48031497
272.48387028,0.00000000,2.44094491
273.48387028,0.03937008,2.44094491
274.48387028,0.07874016,2.48031497
275.48387027,0.15748031,2.48031497
276.48387027,0.19685039,2.48031497
277.48387027,0.23622048,2.48031497
278.48387027,0.27559054,2.48031497
279.48387026,0.31496063,2.44094491
280.48387026,0.35433072,2.48031497
281.48387026,0.39370078,2.48031497
282.48387026,0.43307087,2.48031497
283.48387025,0.47244096,2.48031497
284.48387025,0.47244096,2.48031497
285.48387025,0.51181102,2.44094491
286.48387024,0.55118108,2.48031497
287.48387024,0.59055120,2.48031497
288.48387024,0.59055120,2.48031497
289.48387024,0.62992126,2.48031497
290.48387023,0.66929132,2.48031497
291.48387023,0.66929132,2.44094491
292.48387023,0.74803150,2.48031497
293.48387023,0.74803150,2.48031497
