Time,Channel A,Channel B
(ms),(V),(V)

-0.00524590,0.15748031,-2.51968503
0.00475410,0.11811024,2.28346467
0.01475410,0.15748031,2.44094491
0.02475410,0.15748031,2.44094491
0.03475410,0.19685039,2.44094491
0.04475410,0.19685039,2.44094491
0.05475410,0.15748031,2.44094491
0.06475410,0.15748031,2.44094491
0.07475410,0.15748031,-2.51968503
0.08475410,0.15748031,-2.51968503
0.09475410,0.19685039,-2.51968503
0.10475410,0.19685039,-2.51968503
0.11475410,0.15748031,-2.51968503
0.12475410,0.19685039,-2.51968503
0.13475410,0.11811024,2.44094491
0.14475409,0.19685039,2.44094491
0.15475409,0.19685039,2.44094491
0.16475409,0.23622048,2.44094491
0.17475409,0.19685039,2.44094491
0.18475409,0.19685039,2.44094491
0.19475409,0.15748031,-2.51968503
0.20475409,0.19685039,-2.51968503
0.21475409,0.23622048,-2.51968503
0.22475409,0.19685039,-2.51968503
0.23475409,0.19685039,-2.51968503
0.24475409,0.19685039,-2.51968503
0.25475409,0.15748031,2.36220479
0.26475409,0.19685039,2.44094491
0.27475409,0.19685039,2.44094491
0.28475409,0.23622048,2.44094491
0.29475409,0.19685039,2.44094491
0.30475409,0.19685039,2.44094491
0.31475409,0.15748031,2.44094491
0.32475409,0.19685039,-2.44094491
0.33475409,0.19685039,-2.51968503
0.34475409,0.19685039,-2.51968503
0.35475409,0.19685039,-2.51968503
0.36475409,0.19685039,-2.51968503
0.37475409,0.15748031,-2.51968503
0.38475409,0.15748031,2.36220479
0.39475409,0.15748031,2.44094491
0.40475409,0.23622048,2.44094491
0.41475409,0.23622048,2.44094491
0.42475409,0.19685039,2.44094491
0.43475409,0.19685039,2.44094491
0.44475409,0.19685039,-2.44094491
0.45475409,0.19685039,-2.51968503
0.46475409,0.23622048,-2.51968503
0.47475409,0.23622048,-2.51968503
0.48475409,0.19685039,-2.51968503
0.49475409,0.19685039,-2.51968503
0.50475409,0.15748031,2.36220479
0.51475409,0.19685039,2.44094491
0.52475409,0.19685039,2.44094491
0.53475408,0.23622048,2.44094491
0.54475408,0.23622048,2.44094491
0.55475408,0.23622048,2.44094491
0.56475408,0.15748031,2.44094491
0.57475408,0.19685039,-2.51968503
0.58475408,0.23622048,-2.51968503
0.59475408,0.23622048,-2.51968503
0.60475408,0.23622048,-2.51968503
0.61475408,0.19685039,-2.51968503
0.62475408,0.15748031,-2.51968503
0.63475408,0.19685039,2.44094491
0.64475408,0.19685039,2.44094491
0.65475408,0.23622048,2.44094491
0.66475408,0.27559054,2.44094491
0.67475408,0.23622048,2.44094491
0.68475408,0.23622048,2.44094491
0.69475408,0.23622048,-2.44094491
0.70475408,0.23622048,-2.51968503
0.71475408,0.23622048,-2.51968503
0.72475408,0.19685039,-2.51968503
0.73475408,0.19685039,-2.51968503
0.74475408,0.19685039,-2.51968503
0.75475408,0.19685039,2.36220479
0.76475408,0.19685039,2.44094491
0.77475408,0.23622048,2.44094491
0.78475408,0.23622048,2.44094491
0.79475408,0.27559054,2.44094491
0.80475408,0.23622048,2.44094491
0.81475408,0.31496063,-2.36220479
0.82475408,0.23622048,-2.51968503
0.83475408,0.23622048,-2.51968503
0.84475408,0.23622048,-2.51968503
0.85475408,0.23622048,-2.51968503
0.86475408,0.23622048,-2.51968503
0.87475408,0.15748031,-2.51968503
0.88475408,0.19685039,2.44094491
0.89475408,0.23622048,2.44094491
0.90475408,0.27559054,2.44094491
0.91475408,0.27559054,2.44094491
0.92475408,0.27559054,2.44094491
0.93475407,0.23622048,2.51968503
0.94475407,0.23622048,-2.51968503
0.95475407,0.27559054,-2.51968503
0.96475407,0.23622048,-2.51968503
0.97475407,0.23622048,-2.51968503
0.98475407,0.23622048,-2.51968503
0.99475407,0.19685039,-2.51968503
1.00475407,0.19685039,2.36220479
1.01475407,0.23622048,2.44094491
1.02475407,0.27559054,2.44094491
1.03475407,0.27559054,2.44094491
1.04475407,0.27559054,2.44094491
1.05475407,0.23622048,2.44094491
1.06475407,0.19685039,-2.44094491
1.07475407,0.23622048,-2.51968503
1.08475407,0.27559054,-2.51968503
1.09475407,0.27559054,-2.51968503
1.10475407,0.23622048,-2.51968503
1.11475407,0.23622048,-2.51968503
1.12475407,0.19685039,-2.51968503
1.13475407,0.23622048,2.44094491
1.14475407,0.23622048,2.44094491
1.15475407,0.31496063,2.44094491
1.16475407,0.27559054,2.44094491
1.17475407,0.27559054,2.44094491
1.18475407,0.27559054,2.44094491
1.19475407,0.23622048,-2.44094491
1.20475407,0.27559054,-2.51968503
1.21475407,0.27559054,-2.51968503
